,b,c,e,f,g,h,i,m,n,a,d,j,k,l
78673,4,6,4,3,2,2,1,39,0,40,5,0,0,43
78674,4,15,0,7,1,4,1,39,0,30,10,1197,942,46
78675,0,11,0,0,1,4,0,39,0,64,9,860,694,14
78676,0,15,4,0,3,4,0,39,0,21,10,304,865,25
78677,4,11,2,6,0,4,1,39,0,51,9,244,12,22
78678,4,9,2,10,0,4,1,39,1,50,13,16799,460,49
78679,4,15,2,7,0,4,1,39,0,40,10,42,499,41
78680,4,6,2,11,0,4,1,5,0,71,5,0,0,39
78681,4,11,2,3,0,4,1,39,0,29,9,916,310,48
78682,4,9,4,4,1,1,1,35,0,26,13,0,0,35
78683,4,15,0,7,1,2,0,39,0,46,10,0,1110,35
78684,4,15,4,3,3,4,1,39,0,31,10,41,94,37
78685,4,15,4,6,3,4,1,39,0,24,10,0,8,33
78686,4,11,0,7,1,4,0,39,0,29,9,536,0,40
78687,5,15,2,4,0,4,1,39,0,56,10,0,252,59
78688,4,0,2,7,0,4,1,39,1,53,6,0,0,45
78689,7,15,0,10,4,2,0,39,0,45,10,0,0,40
78690,6,11,2,12,0,4,1,39,0,57,9,372,643,33
78691,0,11,3,0,3,4,0,39,0,21,9,0,0,40
78692,4,11,4,12,1,2,0,0,0,23,9,0,0,27
78693,4,15,2,4,0,4,1,39,1,59,10,49,264,60
78694,4,11,4,3,3,4,1,39,0,33,9,425,28,48
78695,1,8,2,11,0,4,1,39,0,45,11,3908,0,40
78696,4,15,4,8,2,4,0,0,0,24,10,0,0,24
78697,4,9,2,4,5,4,0,9,1,90,13,0,0,40
78698,4,15,2,14,0,4,1,8,0,28,10,0,1114,42
78699,4,15,2,12,0,4,1,39,0,35,10,1020,753,50
78700,0,3,0,0,1,4,1,39,0,64,2,0,0,40
78701,4,12,2,7,0,4,1,39,0,37,14,0,0,46
78702,4,1,2,6,0,4,1,39,0,41,7,0,308,32
78703,5,9,2,10,0,4,1,39,1,53,13,5351,1529,43
78704,4,15,4,4,1,4,1,39,0,24,10,644,95,45
78705,4,9,4,4,1,4,1,39,1,34,13,12687,28,49
78706,6,11,4,3,3,4,1,9,0,19,9,0,0,40
78707,4,11,0,1,3,4,1,39,0,33,9,0,0,40
78708,2,15,2,13,0,4,1,39,1,32,10,0,0,47
78709,6,7,0,4,1,4,1,39,0,47,12,0,0,26
78710,4,11,4,3,1,4,1,39,0,28,9,648,438,35
78711,6,8,2,12,0,4,1,39,0,32,11,713,0,34
78712,4,8,2,1,0,4,1,39,0,50,11,86,822,41
78713,4,15,2,3,0,4,1,39,0,48,10,1039,412,42
78714,7,15,4,10,3,4,1,39,0,32,10,0,0,15
78715,7,12,2,10,0,4,1,39,1,44,14,3804,189,47
78716,4,12,2,12,0,4,1,39,0,43,14,984,0,54
78717,1,9,2,4,0,4,1,39,0,35,13,0,147,40
78718,4,15,0,12,1,4,1,39,0,44,10,1399,731,49
78719,2,11,2,3,0,4,1,39,0,64,9,66,968,36
78720,0,15,4,0,1,4,1,0,0,23,10,0,0,12
78721,7,9,2,10,0,4,1,39,0,44,13,889,0,44
78722,4,9,0,4,4,4,0,39,0,42,13,0,0,41
78723,4,9,4,12,3,4,0,39,0,25,13,0,72,15
78724,4,7,0,10,4,4,0,39,0,34,12,950,1197,39
78725,7,10,0,10,4,4,1,10,1,47,16,0,0,50
78726,6,9,2,12,0,4,1,39,0,47,13,867,0,21
78727,4,15,5,7,1,2,1,39,0,40,10,0,0,40
78728,7,14,2,10,0,4,1,39,1,45,15,11571,285,68
78729,2,15,2,14,0,4,1,39,0,41,10,3032,252,36
78730,4,11,4,1,3,2,1,39,0,29,9,0,1494,37
78731,4,15,4,8,3,4,0,39,0,23,10,537,294,23
78732,4,8,0,13,1,4,0,39,0,52,11,944,0,45
78733,4,15,4,1,3,1,1,39,0,23,10,0,0,20
78734,4,15,0,7,1,4,1,39,0,38,10,636,600,46
78735,2,8,4,3,3,4,0,39,0,34,11,0,0,40
78736,4,11,2,6,0,4,1,39,0,33,9,2547,450,44
78737,4,11,2,13,0,4,1,39,0,29,9,0,49,55
78738,4,8,2,1,0,4,1,5,0,39,11,0,0,40
78739,4,15,2,1,0,4,1,39,0,38,10,627,449,32
78740,1,10,4,10,1,4,0,39,1,47,16,0,658,63
78741,4,9,2,12,0,4,1,39,1,62,13,27171,108,49
78742,6,12,0,12,1,3,1,39,0,67,14,0,0,40
78743,2,12,2,10,0,4,1,39,0,45,14,0,0,51
78744,4,15,4,3,1,4,1,39,0,39,10,955,8,38
78745,0,11,2,0,2,4,0,39,0,27,9,0,0,35
78746,4,11,4,12,4,4,0,39,0,37,9,0,0,46
78747,4,11,4,4,3,4,1,39,0,24,9,0,0,26
78748,4,11,5,6,1,4,1,39,0,33,9,705,0,50
78749,6,15,2,12,0,4,1,26,1,41,10,6181,0,59
78750,4,11,4,3,3,2,1,39,0,25,9,0,0,36
78751,4,9,2,4,0,4,1,0,1,47,13,4236,329,40
78752,4,11,4,6,3,4,1,39,0,38,9,384,0,30
78753,4,0,0,3,1,4,1,39,0,44,6,0,0,42
78754,4,11,0,7,1,4,0,39,0,31,9,585,0,28
78755,2,11,2,11,0,4,1,39,1,48,9,786,184,43
78756,4,15,4,7,4,4,1,39,0,21,10,0,0,44
78757,4,11,4,8,2,3,0,8,0,21,9,0,0,35
78758,4,11,2,3,0,4,1,39,0,46,9,998,12,37
78759,4,11,2,4,0,4,1,39,1,41,9,12392,261,42
78760,4,11,4,12,3,4,0,39,0,19,9,111,156,34
78761,4,15,3,12,1,4,1,26,0,43,10,0,0,45
78762,4,6,2,3,0,4,1,39,0,66,5,485,0,47
78763,4,11,4,3,1,4,1,39,0,34,9,815,444,47
78764,4,15,0,10,1,4,1,39,0,34,10,0,1035,42
78765,2,9,0,10,4,4,0,39,0,35,13,1387,61,45
78766,2,11,2,4,5,4,0,39,1,53,9,0,0,50
78767,4,12,2,10,0,4,1,39,0,53,14,309,60,41
78768,4,12,2,4,0,4,1,39,1,32,14,14192,598,51
78769,4,11,0,8,1,4,0,39,0,59,9,399,287,60
78770,4,11,2,4,5,4,0,39,1,53,9,9352,0,41
78771,4,15,2,1,0,1,1,39,1,30,10,0,0,50
78772,4,11,2,14,0,4,1,39,1,62,9,6019,460,35
78773,1,11,2,14,0,2,1,23,1,48,9,0,0,55
78774,4,9,4,4,1,4,1,39,0,24,13,793,773,47
78775,4,15,4,6,1,4,1,39,0,21,10,0,0,39
78776,4,9,5,4,4,4,0,0,0,52,13,0,0,40
78777,2,7,2,8,0,4,1,39,0,54,12,0,0,54
78778,4,9,4,13,1,1,1,39,0,24,13,0,0,40
78779,4,11,4,3,1,4,1,39,0,30,9,2,347,45
78780,4,9,2,10,0,4,1,39,1,27,13,22052,712,35
78781,4,12,0,10,1,4,0,39,0,48,14,2273,508,52
78782,4,1,4,6,1,2,1,39,0,28,7,0,0,40
78783,4,11,6,12,4,0,0,39,0,42,9,0,0,40
78784,0,0,4,0,3,4,1,39,0,17,6,96,358,18
78785,4,0,2,7,0,4,1,39,1,55,6,0,0,40
78786,4,11,2,8,0,4,1,39,0,62,9,327,273,28
78787,4,7,4,12,1,4,0,39,0,24,12,0,0,32
78788,4,7,4,1,1,4,0,39,0,33,12,0,0,40
78789,4,6,0,8,4,4,0,39,0,39,5,0,0,39
78790,4,15,0,12,1,2,0,39,0,52,10,0,0,40
78791,1,11,6,4,1,4,0,39,0,52,9,0,0,32
78792,4,15,4,12,4,4,0,39,0,22,10,0,0,18
78793,0,15,4,0,3,4,0,39,0,21,10,245,214,34
78794,4,7,2,3,0,4,1,39,1,49,12,666,694,41
78795,6,15,4,10,1,4,1,39,1,39,10,0,1564,12
78796,4,7,4,1,1,4,1,39,0,23,12,1459,0,40
78797,4,2,4,7,3,4,1,39,0,23,8,0,0,46
78798,2,9,4,10,3,4,1,39,0,31,13,790,0,29
78799,4,8,2,12,0,4,1,39,0,34,11,87,0,52
78800,4,11,2,8,0,4,1,39,0,39,9,345,124,36
78801,8,11,4,6,3,4,1,39,0,22,9,4416,0,40
78802,4,15,4,12,1,4,0,39,0,19,10,0,149,44
78803,2,15,3,4,4,2,0,39,0,38,10,0,0,35
78804,4,11,4,8,1,2,0,39,0,36,9,373,0,38
78805,4,9,2,4,0,4,1,39,0,42,13,918,577,45
78806,4,15,4,4,3,1,1,30,0,33,10,0,0,40
78807,4,11,4,1,3,4,1,39,0,24,9,0,305,49
78808,4,11,6,8,1,4,0,39,0,55,9,257,0,28
78809,4,8,2,13,0,4,1,39,1,47,11,809,194,55
78810,4,11,2,12,0,4,1,39,1,44,9,29814,371,35
78811,4,11,4,13,1,4,1,39,0,23,9,3043,677,45
78812,4,0,2,3,0,4,1,22,0,56,6,0,0,35
78813,4,3,5,7,3,4,0,13,0,46,2,0,0,40
78814,4,8,4,10,1,4,0,39,0,28,11,3679,0,40
78815,4,1,2,7,0,2,1,39,0,42,7,268,0,50
78816,4,15,4,1,1,4,1,39,0,32,10,1251,206,36
78817,7,11,0,4,1,4,1,39,1,51,9,0,0,37
78818,4,7,2,6,0,4,1,39,0,35,12,2315,0,51
78819,4,1,5,12,4,4,0,39,0,43,7,0,0,40
78820,7,9,4,5,1,4,1,39,0,44,13,0,0,40
78821,5,9,2,5,0,4,1,39,1,71,13,6768,612,49
78822,4,5,2,3,5,3,0,0,0,34,4,0,0,48
78823,4,15,2,3,0,4,1,39,1,47,10,2041,434,39
78824,4,9,4,10,1,4,0,39,0,25,13,906,781,24
78825,5,11,4,5,1,4,1,39,0,33,9,0,0,50
78826,1,15,5,1,4,2,0,39,0,36,10,6497,0,56
78827,4,15,4,12,1,4,1,39,0,35,10,0,68,46
78828,7,11,2,8,5,4,0,39,0,30,9,0,0,38
78829,4,12,4,1,3,4,1,39,0,24,14,0,0,15
78830,6,11,2,10,5,4,0,22,1,44,9,0,0,40
78831,4,12,6,10,1,4,0,39,0,41,14,948,0,5
78832,4,15,4,8,3,4,0,39,0,21,10,954,252,18
78833,4,11,0,4,4,4,0,39,0,47,9,215,68,40
78834,4,11,4,7,4,2,1,39,0,24,9,0,0,43
78835,4,15,2,3,0,4,1,39,1,40,10,3901,799,56
78836,4,15,4,8,3,4,0,39,0,21,10,231,130,33
78837,4,11,5,1,4,4,0,39,0,33,9,1018,137,37
78838,4,9,2,10,0,4,1,39,1,55,13,10061,697,49
78839,4,14,2,10,0,4,1,0,0,36,15,0,0,50
78840,4,11,2,5,0,4,1,39,0,46,9,0,218,21
78841,4,7,0,1,4,4,0,39,0,53,12,813,0,36
78842,4,11,4,7,3,4,0,39,0,26,9,595,0,43
78843,6,9,2,4,0,4,1,39,1,35,13,3136,406,34
78844,4,9,2,10,5,2,0,39,1,29,13,8571,0,40
78845,4,1,4,6,3,4,1,39,0,29,7,385,347,29
78846,4,11,4,1,4,4,0,39,0,35,9,0,749,25
78847,4,15,5,1,3,4,0,39,0,38,10,0,0,40
78848,7,11,2,3,0,4,1,39,0,37,9,584,447,41
78849,4,11,2,3,0,1,1,35,0,38,9,0,0,40
78850,4,15,4,9,3,4,0,39,0,21,10,0,0,23
78851,4,11,2,7,5,4,0,39,0,36,9,81,523,40
78852,4,8,2,3,0,4,1,39,0,29,11,653,230,35
78853,4,11,4,5,1,4,1,39,0,31,9,447,0,36
78854,4,11,0,4,1,4,1,39,0,36,9,781,0,50
78855,4,3,6,9,1,2,0,39,0,61,2,0,0,29
78856,1,15,2,1,0,4,1,39,1,32,10,4319,306,50
78857,5,11,2,3,0,4,1,39,1,41,9,2415,475,54
78858,0,15,2,0,5,4,0,39,0,37,10,590,316,20
78859,1,15,2,11,0,2,1,39,0,25,10,0,0,40
78860,4,11,4,8,3,4,1,39,0,24,9,169,255,42
78861,2,11,4,1,3,4,1,39,0,23,9,0,0,37
78862,4,11,3,7,1,4,1,31,0,43,9,0,0,40
78863,4,15,2,1,0,4,1,39,0,36,10,337,1,25
78864,4,5,4,6,3,4,1,26,0,29,4,0,0,30
78865,4,15,4,1,3,4,1,27,0,20,10,0,0,25
78866,4,1,4,8,3,4,0,39,0,21,7,108,198,26
78867,4,11,4,7,3,2,1,39,0,23,9,0,0,24
78868,0,7,4,0,3,4,0,39,0,26,12,213,0,23
78869,4,4,4,8,2,4,0,8,0,29,3,0,0,40
78870,4,11,0,8,1,4,0,39,0,38,9,636,58,23
78871,4,15,5,8,1,4,1,39,0,28,10,0,131,25
78872,4,6,0,7,1,4,1,39,1,55,5,10520,0,60
78873,4,1,2,7,0,4,1,39,0,43,7,0,0,38
78874,5,9,2,10,0,4,1,39,1,42,13,5009,37,38
78875,4,9,2,12,0,4,1,39,1,56,13,1038,604,48
78876,4,11,4,1,2,4,0,39,0,30,9,0,113,39
78877,4,15,4,1,4,4,0,39,0,24,10,907,0,45
78878,4,9,4,6,3,4,1,39,0,23,13,0,0,36
78879,4,11,2,8,0,2,1,39,1,38,9,0,0,52
78880,4,12,2,3,0,4,1,31,0,38,14,0,0,50
78881,4,12,2,12,5,1,0,24,1,31,14,0,0,25
78882,4,15,2,7,0,4,1,39,0,32,10,1573,387,41
78883,4,15,2,12,0,4,1,39,0,50,10,634,163,39
78884,4,2,2,5,3,4,1,39,0,27,8,0,0,55
78885,4,6,2,14,5,4,0,39,0,55,5,0,0,48
78886,4,11,4,7,4,4,0,2,0,45,9,0,0,40
78887,4,0,0,6,1,4,0,39,0,54,6,0,0,28
78888,4,15,2,7,0,4,1,39,1,29,10,811,600,42
78889,1,15,3,1,1,2,1,39,0,41,10,4650,0,40
78890,4,15,2,7,0,2,1,39,1,35,10,3241,1318,40
78891,4,7,2,10,0,2,1,39,0,43,12,0,0,53
78892,4,15,2,4,0,4,1,39,1,51,10,158,429,45
78893,5,11,2,1,5,4,0,0,1,64,9,20051,0,40
78894,4,15,4,12,3,1,1,19,0,20,10,0,0,18
78895,5,11,2,5,0,4,1,39,0,43,9,1626,364,66
78896,4,15,4,1,2,3,1,19,0,38,10,0,0,40
78897,4,7,2,4,0,4,1,39,1,35,12,5499,287,48
78898,4,15,4,12,1,4,1,39,0,29,10,0,488,51
78899,4,5,6,8,4,4,0,39,0,36,4,0,0,24
78900,4,15,6,1,4,4,0,39,0,52,10,0,0,40
78901,2,12,3,10,1,4,0,39,0,41,14,0,0,38
78902,5,9,4,4,3,4,0,39,0,27,13,0,0,40
78903,4,9,4,1,3,4,1,39,0,29,13,0,0,37
78904,4,11,4,3,2,4,1,39,0,22,9,643,0,50
78905,4,9,2,7,0,4,1,0,0,32,13,0,0,43
78906,4,0,2,4,0,4,1,39,0,36,6,0,0,41
78907,4,9,2,4,0,4,1,39,1,53,13,17376,1408,44
78908,4,11,2,12,0,4,1,39,0,28,9,304,42,43
78909,0,15,4,0,2,4,1,39,0,24,10,0,0,32
78910,0,15,2,0,0,4,1,39,0,54,10,141,607,38
78911,6,1,4,5,3,4,1,39,0,29,7,0,0,15
78912,1,15,0,1,1,4,0,39,0,55,10,0,0,37
78913,4,11,2,12,0,4,1,39,0,39,9,1151,135,21
78914,4,2,0,7,1,4,1,39,0,30,8,0,0,40
78915,4,11,2,3,0,4,1,39,0,50,9,520,287,59
78916,2,13,4,6,3,4,0,39,0,41,1,0,0,30
78917,1,15,4,2,1,2,1,39,0,29,10,0,0,60
78918,0,0,4,0,3,4,0,39,0,20,6,4160,0,21
78919,0,15,2,0,0,4,1,39,0,56,10,1442,126,5
78920,4,11,0,12,3,4,0,39,0,33,9,0,0,32
78921,4,1,2,3,0,4,1,39,0,29,7,1791,303,47
78922,4,8,0,13,1,4,0,39,0,48,11,600,0,39
78923,4,8,2,10,0,4,1,39,0,50,11,0,0,48
78924,4,9,4,4,3,4,1,5,0,53,13,0,0,40
78925,5,12,2,13,0,4,1,39,1,36,14,0,1887,40
78926,0,9,2,0,5,1,0,30,0,41,13,0,0,5
78927,5,9,2,4,0,4,1,39,1,37,13,5502,508,56
78928,4,11,2,8,0,4,1,39,1,32,9,0,111,42
78929,4,9,2,12,0,4,1,39,0,42,13,702,878,24
78930,4,7,4,3,3,4,1,20,0,23,12,0,0,20
78931,5,14,2,10,0,1,1,19,1,53,15,71173,0,53
78932,6,15,6,4,4,4,0,39,0,65,10,0,0,45
78933,0,15,4,0,3,4,1,39,0,18,10,81,241,16
78934,4,12,2,10,0,4,1,39,1,39,14,24480,359,45
78935,2,7,2,11,0,1,1,17,1,28,12,0,0,40
78936,4,15,2,12,0,4,1,39,1,59,10,13337,1002,44
78937,6,9,2,4,0,4,1,39,0,52,13,140,277,51
78938,4,15,0,8,1,4,1,39,0,50,10,0,0,58
78939,4,11,4,7,1,4,1,39,0,27,9,449,308,46
78940,1,11,0,1,1,2,0,39,0,29,9,0,0,40
78941,0,11,0,0,1,4,0,39,0,45,9,756,331,13
78942,4,11,2,3,0,4,1,32,0,42,9,0,0,50
78943,0,15,4,0,3,4,1,39,0,22,10,80,122,35
78944,4,15,4,7,3,4,0,39,0,21,10,0,0,65
78945,4,11,2,3,0,4,1,39,0,35,9,283,219,42
78946,4,11,4,12,2,2,0,39,0,55,9,0,344,38
78947,4,11,2,8,5,4,0,39,0,24,9,2085,54,41
78948,2,12,2,4,0,4,1,39,1,54,14,4174,620,50
78949,4,4,6,9,4,2,0,39,0,64,3,0,0,4
78950,4,11,0,7,2,4,0,39,0,42,9,0,0,51
78951,1,11,4,1,3,4,0,39,0,32,9,0,0,34
78952,4,7,2,6,0,4,1,39,1,43,12,0,0,40
78953,0,1,2,0,5,4,0,39,0,31,7,0,0,26
78954,4,1,4,8,3,4,1,39,0,17,7,211,21,8
78955,0,5,2,0,0,4,1,39,0,67,4,421,101,3
78956,4,7,2,4,0,4,1,39,1,42,12,2023,379,69
78957,4,11,0,10,1,4,1,39,0,44,9,0,0,41
78958,4,11,2,7,0,4,1,39,0,42,9,1785,46,42
78959,4,12,4,10,1,4,0,39,0,35,14,471,87,55
78960,4,15,4,1,3,2,0,39,0,29,10,0,0,32
78961,4,11,4,7,3,4,1,39,0,25,9,1779,527,49
78962,6,4,2,12,0,4,1,26,0,47,3,0,2179,50
78963,6,12,0,10,1,4,0,39,0,44,14,0,198,19
78964,4,14,2,10,0,4,1,39,1,42,15,35294,1087,50
78965,4,11,4,4,1,4,1,39,0,37,9,517,229,57
78966,7,1,0,8,4,4,0,39,0,26,7,0,0,40
78967,4,9,2,13,0,4,1,39,1,38,13,7396,254,36
78968,4,1,4,8,3,4,1,39,0,18,7,782,159,10
78969,4,11,4,8,1,4,0,39,0,34,9,426,888,34
78970,4,10,2,10,0,4,1,39,1,40,16,13055,50,52
78971,4,11,4,1,1,4,1,39,0,19,9,405,0,37
78972,6,11,2,12,0,4,1,9,1,59,9,0,0,40
78973,4,9,0,10,1,4,0,39,0,30,13,0,0,35
78974,6,11,2,3,0,2,1,39,0,44,9,2239,0,44
78975,7,11,4,13,3,4,1,39,0,35,9,0,0,40
78976,4,15,4,12,4,4,1,26,0,27,10,0,0,50
78977,2,15,2,11,0,4,1,39,0,48,10,1551,0,41
78978,4,15,4,12,2,2,1,39,0,34,10,0,0,30
78979,4,9,2,12,0,1,1,37,1,53,13,0,1485,40
78980,0,15,0,0,1,4,0,39,0,36,10,0,0,30
78981,7,15,4,1,3,4,1,39,0,23,10,0,0,15
78982,2,12,2,10,0,4,1,22,1,45,14,0,0,40
78983,4,1,5,8,1,4,1,33,0,31,7,0,0,38
78984,6,11,2,14,0,4,1,39,0,41,9,128,332,29
78985,7,11,4,1,1,2,0,39,0,32,9,0,0,38
78986,5,15,2,4,0,4,1,39,0,35,10,0,58,52
78987,6,11,4,3,1,4,1,39,0,32,9,473,57,35
78988,7,12,4,1,1,4,1,39,0,32,14,0,0,35
78989,4,11,2,14,0,4,1,39,0,55,9,1231,296,38
78990,4,7,0,1,4,2,0,39,0,39,12,0,0,38
78991,4,11,0,3,1,4,1,39,0,24,9,1024,101,47
78992,4,11,4,3,1,4,1,39,0,26,9,50,566,35
78993,4,8,4,8,1,4,0,39,0,34,11,235,205,39
78994,4,11,4,8,3,4,1,39,0,18,9,87,145,41
78995,6,11,5,3,3,4,1,39,0,37,9,0,0,36
78996,4,9,2,10,0,4,1,39,1,44,13,4637,875,45
78997,6,5,2,3,0,4,1,39,0,40,4,0,496,11
78998,4,9,2,5,0,4,1,39,0,45,13,0,0,40
78999,2,12,2,10,0,4,1,39,1,51,14,3053,598,45
79000,4,15,4,12,3,4,0,39,0,19,10,203,118,28
79001,0,15,2,0,5,4,0,39,0,25,10,1174,124,3
79002,4,15,0,13,1,4,0,39,0,51,10,270,0,43
79003,4,11,0,1,1,2,0,39,0,40,9,0,0,38
79004,4,15,4,12,3,4,1,39,0,22,10,22,261,16
79005,4,15,4,1,1,4,1,39,0,18,10,638,504,24
79006,4,0,4,8,3,2,1,39,0,20,6,0,0,15
79007,4,15,4,12,1,4,0,39,0,30,10,0,14,32
79008,6,14,2,10,5,4,0,39,1,35,15,8356,0,45
79009,4,9,4,1,3,4,1,39,0,26,13,0,0,39
79010,4,9,2,5,0,4,1,39,0,37,13,0,0,40
79011,4,15,4,10,1,4,0,39,0,33,10,187,0,41
79012,4,11,4,7,1,4,0,26,0,25,9,0,2001,40
79013,7,5,6,8,2,4,0,39,0,65,4,0,0,24
79014,6,11,2,5,0,4,1,39,1,46,9,11744,973,64
79015,4,9,4,1,1,4,1,39,0,27,13,179,300,47
79016,7,11,4,8,3,4,0,39,0,29,9,0,0,22
79017,4,11,4,6,3,4,1,39,0,28,9,401,0,16
79018,4,9,2,10,0,4,1,39,0,29,13,1764,36,31
79019,4,11,4,8,1,2,0,39,0,38,9,344,0,43
79020,4,12,2,12,0,4,1,39,0,53,14,463,0,43
79021,4,1,4,1,3,2,0,39,0,19,7,0,0,20
79022,4,15,4,8,1,4,0,39,0,45,10,1370,108,29
79023,6,11,2,10,0,4,1,39,0,31,9,0,0,28
79024,4,11,2,3,0,4,1,39,0,47,9,903,371,46
79025,4,9,2,1,0,1,1,30,0,60,13,0,0,41
79026,7,10,2,10,0,4,1,39,1,50,16,3342,274,37
79027,0,11,4,0,3,4,0,39,0,30,9,293,291,17
79028,7,15,4,8,3,0,1,39,0,31,10,0,0,84
79029,4,11,2,4,0,4,1,39,1,53,9,4802,643,59
79030,4,11,4,8,3,4,1,39,0,34,9,134,79,39
79031,4,15,4,6,3,4,0,39,0,21,10,0,0,29
79032,4,9,4,12,1,4,0,39,0,34,13,201,70,51
79033,4,9,2,12,0,4,1,39,0,53,13,889,21,40
79034,4,15,4,12,3,4,0,39,0,22,10,194,23,37
79035,4,15,4,12,3,4,0,39,0,21,10,212,57,34
79036,4,11,3,1,3,4,0,39,0,27,9,0,0,40
79037,2,12,0,10,1,4,0,39,0,48,14,179,416,35
79038,4,0,2,3,0,4,1,26,0,35,6,0,0,52
79039,4,9,4,13,1,4,1,39,0,32,13,300,158,43
79040,4,11,4,1,2,2,0,39,0,24,9,0,0,20
79041,4,15,6,8,4,2,0,0,0,52,10,0,0,40
79042,4,12,4,10,1,4,0,39,0,31,14,1763,1152,38
79043,4,11,4,1,1,4,1,39,0,33,9,1101,0,49
79044,1,11,4,7,4,4,0,39,0,31,9,0,0,40
79045,4,7,4,10,1,4,1,29,0,29,12,0,0,40
79046,5,9,2,4,0,4,1,39,1,58,13,21643,1788,51
79047,4,11,0,3,1,4,0,39,0,34,9,0,327,33
79048,4,2,4,8,3,4,0,39,0,21,8,0,720,21
79049,4,11,2,12,0,4,1,39,1,26,9,4559,499,48
79050,6,8,2,5,0,4,1,39,0,54,11,2015,86,51
79051,4,9,4,1,1,4,0,39,0,24,13,214,211,43
79052,6,9,2,12,0,4,1,39,0,37,13,198,0,22
79053,4,12,2,4,0,4,1,39,1,44,14,41402,892,37
79054,4,0,4,8,3,2,1,39,0,20,6,0,0,16
79055,4,2,4,8,3,4,0,39,0,22,8,0,85,29
79056,0,11,2,0,0,2,1,39,0,61,9,0,706,31
79057,4,11,2,3,0,4,1,39,0,35,9,268,15,46
79058,4,11,2,6,0,4,1,39,0,42,9,45,313,50
79059,4,15,4,1,3,4,1,39,0,22,10,280,183,14
79060,4,12,2,13,0,4,1,39,1,34,14,1621,1039,20
79061,4,12,4,1,1,4,1,39,1,36,14,13550,0,50
79062,5,12,2,4,0,4,1,39,1,39,14,49647,348,61
79063,4,11,2,4,5,4,0,39,0,33,9,2004,0,41
79064,4,15,0,14,4,4,1,39,1,40,10,0,0,40
79065,4,9,4,12,1,4,1,39,1,39,13,4764,992,51
79066,7,9,4,4,3,4,0,39,0,35,13,0,0,40
79067,4,15,2,3,0,4,1,39,0,28,10,222,256,37
79068,4,11,4,8,1,2,0,39,0,30,9,197,0,40
79069,4,12,2,10,0,4,1,39,1,33,14,23331,244,53
79070,4,0,0,1,1,4,0,39,0,61,6,0,0,36
79071,4,9,2,4,0,4,1,39,1,74,13,16742,1422,56
79072,5,11,6,4,1,4,0,39,1,67,9,15831,0,40
79073,4,9,0,10,4,4,0,39,0,41,13,0,115,52
79074,6,5,2,3,0,4,1,39,0,55,4,0,756,33
79075,4,15,2,13,0,4,1,39,1,33,10,3557,520,46
79076,6,8,4,10,2,4,1,39,0,27,11,0,0,30
79077,4,11,4,8,2,1,1,30,0,53,9,0,0,10
79078,4,11,2,3,0,4,1,39,1,59,9,5333,314,44
79079,4,9,2,10,0,1,1,39,1,38,13,0,0,44
79080,4,9,2,12,0,4,1,39,1,37,13,14351,673,49
79081,0,1,2,0,0,4,1,39,0,52,7,71,726,22
79082,0,11,4,0,3,2,1,39,0,23,9,0,66,33
79083,6,15,2,12,0,4,1,39,0,41,10,1074,71,74
79084,4,8,2,10,0,4,1,39,1,45,11,14487,602,38
79085,4,3,2,5,0,4,1,26,0,43,2,0,0,87
79086,4,11,2,8,0,4,1,39,0,44,9,136,59,48
79087,2,12,2,10,0,4,1,39,1,44,14,1640,786,42
79088,4,11,4,6,3,4,1,39,0,32,9,887,0,35
79089,4,11,4,5,3,4,1,39,0,27,9,0,0,59
79090,1,11,2,1,0,4,1,39,1,56,9,2045,0,43
79091,1,15,2,3,0,4,1,39,0,40,10,85,112,43
79092,4,7,2,10,0,4,1,39,0,35,12,0,1231,32
79093,4,11,4,6,3,4,1,39,0,27,9,478,0,37
79094,4,11,4,7,1,2,1,39,0,36,9,409,928,35
79095,4,5,2,6,0,4,1,39,0,34,4,0,781,50
79096,4,1,4,7,4,4,0,39,0,30,7,0,0,40
79097,4,15,0,12,4,4,0,39,0,38,10,0,479,52
79098,4,9,4,10,1,4,0,39,0,43,13,186,482,39
79099,4,15,4,12,3,2,0,39,0,24,10,462,0,32
79100,0,8,5,0,4,4,0,39,0,38,11,0,0,25
79101,4,8,4,1,1,4,0,39,0,28,11,0,934,47
79102,4,11,4,7,3,1,1,30,0,23,9,0,0,40
79103,0,9,4,0,1,4,0,39,0,27,13,0,0,52
79104,4,15,4,1,1,4,0,39,0,34,10,16,116,41
79105,4,11,4,3,1,4,1,39,0,33,9,466,170,38
79106,4,11,4,3,3,4,1,39,0,32,9,611,63,37
79107,4,15,3,1,1,4,1,39,0,57,10,0,0,40
79108,0,9,2,0,5,4,0,39,1,43,13,47017,383,37
79109,0,9,2,0,0,4,1,39,1,65,13,16609,611,30
79110,4,7,2,1,5,4,0,39,0,24,12,0,0,46
79111,4,9,2,12,0,4,1,39,1,40,13,3489,159,36
79112,4,11,2,3,5,4,0,39,0,30,9,0,0,43
79113,2,11,0,1,1,4,0,39,0,46,9,65,0,35
79114,4,9,2,12,0,4,1,39,0,28,13,1161,2,54
79115,4,11,2,3,0,4,1,39,1,49,9,12186,744,55
79116,0,15,0,0,4,4,0,39,0,40,10,0,0,18
79117,4,15,4,12,2,4,0,0,0,31,10,0,0,40
79118,4,3,4,8,1,4,1,6,0,55,2,0,0,40
