a,b,c,d,e,f,g,h,i,j,k,l,m,n
35,4,12,14,5,10,1,4,1,0,0,40,39,1
30,4,15,10,2,3,0,4,1,0,0,40,39,0
33,4,15,10,4,1,1,4,0,6849,0,50,39,0
56,7,9,13,5,10,1,4,0,0,0,38,0,0
21,4,15,10,4,8,3,4,0,0,0,20,39,0
56,0,15,10,4,0,1,2,0,0,0,40,39,0
56,4,9,13,2,10,0,4,1,0,1902,65,39,1
45,4,9,13,2,3,0,4,1,15024,0,40,39,1
20,4,15,10,4,4,3,4,0,0,0,20,39,0
62,2,11,9,2,8,0,4,1,0,0,40,39,1
24,4,9,13,4,12,1,4,0,0,0,30,39,0
52,1,9,13,5,1,4,2,0,0,0,40,39,0
23,4,11,9,2,12,0,4,1,0,0,40,39,0
36,4,12,14,2,4,0,4,1,0,0,40,39,1
40,4,15,10,4,3,1,4,1,0,0,40,39,0
30,4,15,10,2,7,0,4,1,0,0,40,27,0
41,4,6,5,2,14,0,4,1,0,0,35,39,0
59,4,11,9,2,14,0,4,1,0,0,40,39,1
27,4,12,14,4,4,1,4,1,0,0,37,39,0
19,0,15,10,4,0,3,4,1,0,0,23,39,0
41,4,15,10,4,4,1,4,1,0,0,50,39,0
27,4,9,13,4,6,4,4,1,0,0,35,39,0
50,4,11,9,6,7,4,4,0,0,0,40,39,0
29,4,4,3,4,8,3,4,0,0,0,40,8,0
38,4,9,13,2,4,0,4,1,0,0,55,39,1
30,4,11,9,4,7,3,4,1,0,0,60,39,0
48,4,9,13,2,10,0,4,1,0,0,55,39,0
39,2,7,12,2,3,0,2,1,7298,0,40,39,1
40,4,8,11,2,10,0,4,1,0,0,40,39,0
27,2,1,7,2,3,0,4,1,0,0,40,26,0
59,6,12,14,2,3,0,4,1,0,0,40,39,1
31,0,11,9,0,0,4,2,0,0,0,20,39,0
34,4,11,9,2,1,0,4,1,0,0,50,39,1
47,5,14,15,4,8,1,4,1,0,0,60,39,1
64,5,3,2,2,12,0,4,1,0,0,20,39,0
29,4,6,5,2,7,0,4,1,0,0,40,26,0
38,2,11,9,4,14,1,4,1,0,0,40,39,0
42,4,9,13,2,12,0,4,1,0,1887,40,39,1
49,4,9,13,2,12,0,4,1,0,0,60,39,1
53,4,15,10,2,13,0,4,1,0,0,40,39,0
35,4,15,10,2,1,0,4,1,0,0,50,39,1
70,0,9,13,2,0,0,1,1,0,0,40,3,0
38,4,11,9,2,3,0,4,1,0,0,40,39,0
36,4,9,13,0,12,2,1,0,0,0,40,35,0
34,6,9,13,2,12,0,1,1,0,0,55,19,0
24,4,9,13,4,10,1,4,1,0,0,10,18,0
23,4,15,10,4,1,1,4,0,0,0,40,39,0
21,4,15,10,4,1,3,4,0,0,0,35,39,0
47,4,15,10,6,1,4,4,0,0,0,40,39,0
59,4,5,4,4,5,4,4,1,4865,0,40,39,0
33,1,7,12,0,4,4,4,1,0,0,50,39,1
63,6,15,10,2,7,0,4,1,0,0,35,39,1
18,2,11,9,4,8,3,4,1,0,0,60,39,0
32,4,9,13,4,10,1,4,0,0,0,50,39,0
33,4,9,13,2,4,0,2,1,0,0,40,0,0
19,4,11,9,4,6,2,4,1,0,0,40,39,0
27,2,11,9,4,10,3,4,1,0,0,40,39,0
40,4,15,10,0,14,1,4,1,0,0,48,39,1
38,6,7,12,2,14,0,4,1,0,0,40,39,0
20,4,11,9,4,5,3,4,1,0,0,47,39,0
35,6,11,9,5,14,1,4,1,0,0,70,39,0
22,4,15,10,4,1,3,4,0,0,0,40,39,0
40,4,12,14,2,10,0,4,1,0,0,50,39,1
34,4,15,10,2,13,0,4,1,3103,0,40,39,1
23,4,0,6,4,6,1,4,1,0,0,40,39,0
26,4,9,13,4,1,1,4,1,0,0,40,39,0
53,5,15,10,2,5,0,4,1,0,0,60,39,0
34,4,15,10,2,3,0,4,1,0,0,40,39,1
39,4,11,9,2,3,0,4,1,0,0,40,39,0
25,4,6,5,2,3,0,4,1,0,0,40,26,0
18,4,1,7,4,12,3,4,1,0,0,20,39,0
65,4,9,13,4,4,1,4,1,0,0,40,39,0
49,6,9,13,4,4,3,4,0,0,0,40,39,0
64,4,0,6,2,8,0,2,1,0,0,40,39,0
68,4,9,13,2,4,0,4,1,0,0,40,39,1
56,6,15,10,0,8,1,4,0,0,0,40,39,0
68,1,11,9,0,10,1,4,0,0,3683,40,39,0
35,4,9,13,2,10,0,4,1,0,0,48,39,1
50,1,11,9,4,1,4,2,0,0,0,12,39,0
45,4,11,9,0,1,4,4,0,0,0,28,39,0
43,4,9,13,2,4,0,4,1,0,0,40,39,0
39,4,15,10,5,1,4,2,0,0,0,40,39,0
37,4,11,9,0,3,4,4,1,1506,0,40,39,0
45,4,9,13,2,13,0,4,1,0,0,50,39,1
20,0,15,10,4,0,3,4,0,0,0,10,39,0
36,4,7,12,4,13,4,4,0,0,0,45,39,0
26,4,15,10,4,1,1,4,0,0,0,40,39,0
36,4,9,13,4,10,1,4,0,0,0,32,39,0
47,4,9,13,4,1,1,4,1,0,0,60,39,0
34,4,11,9,4,7,1,2,1,0,2001,40,39,0
53,4,15,10,6,12,4,4,0,0,0,30,39,0
32,4,9,13,0,7,1,4,0,0,1590,42,39,0
44,6,4,3,2,3,0,4,1,0,0,40,39,0
25,4,11,9,4,6,2,4,1,0,0,40,26,0
35,4,4,3,4,5,4,4,1,0,0,36,39,0
34,4,7,12,0,10,1,4,0,0,0,40,39,0
42,4,15,10,2,3,0,4,1,0,0,40,39,0
47,4,11,9,0,8,1,4,0,0,0,4,39,0
23,4,11,9,4,3,3,4,1,0,0,37,26,0
56,2,11,9,0,4,1,4,0,0,0,40,39,0
50,4,10,16,2,10,0,4,1,15024,0,50,39,1
38,4,11,9,2,14,0,4,1,0,0,60,39,0
46,4,8,11,2,4,0,4,1,0,0,40,39,1
47,4,7,12,5,1,4,4,0,0,0,57,39,0
38,6,11,9,2,8,0,4,1,3464,0,80,22,0
42,4,11,9,2,14,0,4,1,0,0,46,39,0
48,4,11,9,2,12,0,4,1,0,0,40,39,0
27,4,11,9,4,4,1,4,0,0,0,50,39,0
40,4,8,11,2,10,5,4,0,0,0,36,39,0
53,4,10,16,2,10,5,4,0,99999,0,37,39,1
75,6,8,11,6,4,1,4,0,0,0,30,39,0
39,4,9,13,2,10,0,4,1,0,0,48,39,1
46,1,7,12,0,1,4,4,0,0,0,40,39,0
51,4,11,9,6,7,1,2,0,0,0,40,39,0
34,4,11,9,0,8,3,4,1,0,0,40,39,0
23,4,15,10,2,12,0,4,1,0,0,40,39,0
32,4,8,11,4,8,1,4,1,0,0,45,39,0
45,6,15,10,4,12,1,4,1,0,0,55,39,0
21,4,15,10,4,8,3,4,1,0,0,40,39,0
36,4,11,9,2,3,0,4,1,0,0,44,39,0
40,4,0,6,2,3,0,4,1,0,0,50,39,0
20,0,0,6,0,0,1,4,0,0,0,40,39,0
68,4,6,5,0,5,1,2,1,0,0,20,39,0
40,4,9,13,2,12,0,4,1,0,0,40,39,1
20,4,15,10,4,1,3,4,0,0,0,24,39,0
48,2,12,14,0,10,1,4,0,0,0,40,39,1
27,4,9,13,4,12,1,4,1,0,0,45,39,0
57,1,8,11,4,13,1,4,1,0,0,40,39,0
54,5,11,9,2,4,0,4,1,0,0,98,39,1
47,4,11,9,0,8,1,4,0,0,0,40,39,0
30,2,15,10,2,3,0,4,1,0,0,40,39,0
17,0,1,7,4,0,3,4,1,0,0,40,39,0
35,4,15,10,2,3,0,3,1,0,0,45,39,1
56,2,2,8,4,6,1,4,1,0,0,40,39,0
20,4,11,9,4,6,3,4,1,0,0,28,39,0
38,2,9,13,2,10,0,4,1,0,0,38,39,0
19,4,15,10,4,12,3,4,0,0,0,25,39,0
24,4,11,9,4,3,2,4,1,594,0,40,0,0
31,4,15,10,4,1,1,4,1,0,0,40,11,0
44,2,9,13,4,10,3,4,1,0,0,60,39,0
21,7,15,10,4,12,3,2,0,0,1602,12,39,0
41,4,15,10,2,3,0,4,1,0,0,40,39,0
18,4,1,7,4,8,3,4,0,0,0,16,39,0
23,4,6,5,4,14,3,4,1,0,0,40,39,0
37,2,15,10,2,8,0,0,1,0,0,32,39,0
46,0,8,11,0,0,4,4,1,0,0,30,39,0
43,6,9,13,0,12,4,4,1,0,0,45,39,0
31,4,3,2,2,7,0,4,1,0,0,40,26,0
40,4,15,10,0,14,4,4,1,0,0,40,39,1
27,4,14,15,0,10,1,4,0,0,0,12,39,0
64,2,15,10,4,14,4,4,1,0,0,40,39,0
31,1,8,11,4,10,3,4,1,0,0,40,39,0
48,4,12,14,2,4,0,2,1,0,0,45,39,0
37,6,9,13,2,12,0,4,1,0,0,20,2,1
28,4,15,10,0,13,1,4,1,0,0,24,39,0
42,4,15,10,2,3,0,4,1,0,0,40,39,0
60,5,5,4,2,12,0,4,1,0,0,60,39,0
17,4,1,7,4,8,3,4,0,0,0,20,39,0
21,0,15,10,4,0,3,4,0,0,0,30,39,0
46,4,0,6,0,1,3,2,1,0,0,40,39,0
18,4,11,9,4,1,3,4,0,0,0,40,39,0
22,4,11,9,4,8,1,4,1,0,0,27,39,0
44,6,9,13,0,4,1,4,1,0,0,60,39,0
36,4,11,9,2,12,0,4,1,0,0,40,39,0
65,4,8,11,0,4,1,4,0,0,0,40,39,0
26,4,11,9,4,8,1,4,1,0,0,40,26,0
21,4,0,6,2,8,0,4,1,0,0,25,39,0
41,4,11,9,0,3,1,4,1,0,2339,40,39,0
28,4,15,10,4,8,4,4,0,0,0,35,39,0
27,4,15,10,4,7,1,4,0,0,0,40,39,0
19,7,15,10,4,8,1,2,1,0,0,12,39,0
40,4,15,10,2,14,0,4,1,0,0,40,39,0
19,4,11,9,4,6,3,4,1,0,0,15,39,0
40,4,8,11,2,14,0,4,1,2829,0,40,39,0
37,4,11,9,4,3,4,4,1,0,0,40,39,0
33,4,15,10,2,1,0,2,1,0,0,40,39,1
34,4,11,9,2,8,0,4,1,0,0,40,39,0
44,2,7,12,4,11,1,4,1,0,0,40,39,0
33,4,15,10,0,1,4,2,0,0,0,40,39,0
72,2,11,9,2,4,0,4,1,2290,0,10,39,0
19,4,11,9,4,12,3,4,0,0,0,40,39,0
59,4,8,11,0,10,1,4,0,0,0,36,39,0
40,4,11,9,0,11,1,2,0,0,0,40,39,0
35,4,11,9,0,10,4,4,0,0,0,40,39,0
22,4,7,12,4,1,1,4,1,0,0,45,39,0
41,4,12,14,4,10,1,4,0,0,0,40,39,0
59,4,15,10,2,13,0,4,1,0,0,50,39,1
50,4,2,8,0,6,4,4,1,0,0,40,39,0
21,4,7,12,4,1,1,4,0,0,0,10,39,0
40,5,11,9,2,4,0,4,1,0,0,40,39,0
22,4,11,9,4,12,1,4,1,0,0,40,39,0
43,4,4,3,5,7,1,4,0,0,0,40,26,0
17,4,1,7,4,14,3,4,0,0,0,16,39,0
42,2,5,4,0,8,1,4,1,0,0,40,39,0
37,4,15,10,2,7,0,2,1,0,0,40,39,1
19,4,2,8,4,1,3,4,1,0,0,38,0,0
43,4,4,3,2,7,0,3,1,0,0,40,26,0
46,4,6,5,5,3,4,4,0,0,0,40,39,0
18,0,11,9,4,0,3,4,0,0,0,20,39,0
50,2,14,15,2,1,0,1,1,0,0,40,25,1
47,6,5,4,2,12,0,4,1,0,0,40,33,0
31,4,11,9,4,5,1,4,1,2907,0,99,39,0
33,4,5,4,2,1,0,4,1,0,0,45,39,0
27,4,11,9,2,7,0,4,1,7298,0,40,39,1
59,6,11,9,2,5,0,4,1,0,0,35,39,0
39,2,11,9,2,3,0,4,1,0,0,40,39,1
29,4,15,10,2,3,0,4,1,0,0,40,39,0
26,4,9,13,6,4,1,4,0,0,0,55,39,0
24,4,11,9,4,3,3,4,1,0,0,40,39,0
25,4,15,10,4,1,1,4,1,0,1980,40,39,0
30,4,15,10,4,1,2,4,0,0,0,20,39,0
52,7,1,7,2,14,0,4,1,0,0,40,39,0
51,1,12,14,2,10,0,4,1,0,0,40,39,1
30,4,9,13,4,12,1,4,1,0,0,60,39,1
19,0,15,10,4,0,3,4,0,0,0,25,39,0
23,4,15,10,4,13,3,4,1,0,0,60,39,0
37,7,10,16,2,10,0,4,1,0,0,45,39,0
25,7,15,10,2,1,0,2,1,0,0,38,39,0
49,6,14,15,2,10,0,4,1,15024,0,65,39,1
30,4,11,9,2,10,0,4,1,0,0,55,39,0
40,4,15,10,0,1,4,4,0,0,0,40,39,0
20,4,11,9,4,7,2,3,1,0,0,32,39,0
35,6,8,11,2,5,0,4,1,3103,0,55,39,0
24,4,9,13,4,4,3,4,1,0,0,45,39,0
32,4,11,9,5,3,4,2,1,0,0,40,39,0
35,4,11,9,5,8,3,2,0,0,0,30,39,0
20,4,11,9,4,8,1,4,0,0,0,40,39,0
29,7,11,9,2,3,0,4,1,0,0,40,39,1
25,4,11,9,4,3,3,4,1,0,0,28,39,0
50,2,5,4,2,14,0,4,1,0,0,40,39,0
24,4,11,9,4,1,1,4,1,0,0,50,39,0
49,0,9,13,2,0,0,4,1,15024,0,60,39,1
30,2,11,9,0,11,3,4,0,0,0,32,39,0
37,4,15,10,2,1,0,4,1,0,0,40,39,0
50,4,11,9,2,7,5,4,0,3137,0,40,8,0
20,4,11,9,4,6,3,4,1,0,0,30,39,0
49,6,11,9,2,3,0,4,1,5013,0,50,39,0
55,4,5,4,2,14,0,4,1,0,0,50,39,0
61,4,2,8,6,7,4,4,0,0,0,40,22,0
22,4,11,9,3,8,3,4,0,0,0,3,39,0
23,4,7,12,4,1,1,4,1,0,0,12,39,0
43,4,11,9,4,10,1,4,1,4650,0,40,39,0
39,4,9,13,0,1,1,1,0,0,0,24,30,0
21,4,15,10,4,12,3,4,1,0,0,35,39,0
52,5,11,9,2,4,0,4,1,0,0,40,39,1
30,4,8,11,2,12,0,4,1,4064,0,40,39,0
42,4,9,13,0,1,4,4,1,9562,0,45,39,1
50,6,9,13,2,3,0,4,1,0,0,50,39,0
51,6,7,12,0,4,4,4,0,0,0,99,39,0
47,4,0,6,0,4,1,0,0,0,0,45,39,0
49,0,6,5,0,0,1,4,1,0,0,40,39,0
45,4,11,9,2,7,0,4,1,0,0,40,39,0
48,1,15,10,6,8,4,2,0,0,0,40,39,0
36,4,9,13,2,4,0,4,1,0,0,50,39,1
20,3,15,10,4,0,3,2,1,0,0,40,39,0
61,4,11,9,2,14,0,4,1,0,0,40,39,0
72,4,9,13,0,12,1,4,1,0,0,30,39,0
19,4,15,10,4,12,3,4,0,0,0,15,39,0
54,5,9,13,2,7,0,1,1,7688,0,40,0,1
47,0,15,10,0,0,1,0,0,0,0,35,39,0
39,4,11,9,0,8,4,0,0,6849,0,40,39,0
24,4,1,7,4,7,1,4,0,0,0,40,39,0
44,4,15,10,3,6,4,4,1,0,0,40,31,0
19,4,11,9,4,6,3,4,1,0,0,20,39,0
20,4,11,9,4,12,1,4,1,0,0,48,39,0
23,4,11,9,4,3,3,4,0,0,0,40,39,0
58,4,11,9,2,5,0,4,1,0,0,53,39,1
20,4,2,8,4,3,3,4,1,0,0,40,39,0
62,4,11,9,2,4,0,4,1,0,0,12,39,0
25,4,11,9,4,1,3,2,0,4416,0,40,33,0
67,4,9,13,2,10,0,4,1,0,0,2,39,0
37,2,7,12,2,4,0,4,1,0,0,40,10,1
36,4,11,9,0,4,3,4,0,1831,0,40,39,0
38,4,8,11,5,13,4,4,0,0,0,20,39,0
23,4,11,9,0,8,4,4,0,0,0,80,39,0
28,4,11,9,2,12,5,4,0,0,0,40,39,0
25,4,11,9,0,4,3,4,1,0,0,40,39,0
41,6,10,16,2,10,0,4,1,15024,0,55,39,1
63,4,9,13,2,12,0,4,1,0,1848,40,39,1
60,6,11,9,2,3,0,4,1,0,0,30,39,0
31,5,11,9,2,4,0,4,1,0,0,50,39,0
29,6,11,9,2,3,0,4,1,0,0,37,39,0
37,4,9,13,2,4,5,4,0,7688,0,45,39,1
51,4,6,5,2,12,0,4,1,0,0,40,39,0
45,4,15,10,2,4,0,4,1,7298,0,40,39,1
27,4,11,9,2,3,0,4,1,0,0,40,39,0
18,4,15,10,4,8,3,4,1,0,0,20,39,0
34,4,11,9,0,7,4,4,0,0,0,40,39,0
66,6,10,16,2,12,0,4,1,0,2377,25,39,1
19,0,15,10,4,0,3,4,0,0,0,15,39,0
36,4,11,9,2,3,0,4,1,0,0,35,39,0
35,4,9,13,0,4,4,4,0,0,0,40,39,0
27,4,11,9,2,12,0,4,1,0,0,45,39,0
29,4,15,10,0,4,3,4,0,1831,0,40,39,0
25,4,11,9,4,1,3,4,0,0,0,40,39,0
22,4,15,10,4,8,3,4,1,0,0,32,39,1
41,4,15,10,2,3,0,4,1,0,0,48,39,1
20,4,7,12,4,14,3,4,1,0,0,20,39,0
52,4,11,9,2,7,0,4,1,0,0,40,39,0
34,4,15,10,5,8,4,2,0,0,0,37,39,0
44,4,14,15,0,10,1,4,1,0,0,45,39,1
50,4,12,14,0,12,1,4,0,0,0,40,39,1
49,5,9,13,2,4,0,4,1,0,0,50,39,1
36,0,9,13,4,0,3,4,0,0,0,40,39,0
71,7,14,15,2,8,0,4,1,0,0,28,39,0
20,4,11,9,4,8,2,2,1,0,0,25,39,0
20,4,15,10,4,1,3,4,0,0,0,40,0,0
59,5,11,9,2,12,0,4,1,0,0,60,39,1
41,4,4,3,2,5,0,4,1,3411,0,40,26,0
38,4,15,10,0,4,1,4,0,0,0,42,39,0
55,2,11,9,2,14,0,4,1,0,0,40,39,0
17,4,6,5,4,8,4,4,0,0,0,20,39,0
45,4,9,13,2,4,0,4,1,0,0,55,39,1
43,6,11,9,0,3,4,0,1,0,0,30,39,0
19,4,2,8,4,8,3,4,1,0,0,25,39,0
33,4,11,9,0,8,3,4,0,0,0,40,39,0
63,4,11,9,4,4,1,4,1,0,0,40,39,0
39,6,11,9,0,5,1,4,1,8614,0,50,39,1
34,4,11,9,2,14,0,4,1,0,0,40,39,0
31,4,7,12,4,7,4,4,1,0,0,40,39,0
21,4,2,8,2,3,0,4,1,0,0,40,39,0
23,4,8,11,4,1,2,4,0,0,0,36,39,0
20,4,15,10,4,6,3,4,0,0,0,8,39,0
45,4,9,13,0,12,1,4,1,0,0,60,39,1
59,4,11,9,2,14,0,4,1,0,0,50,39,0
58,4,12,14,2,4,0,4,1,15024,0,40,12,1
66,2,11,9,6,1,4,4,0,0,0,35,39,1
37,4,8,11,2,10,5,4,0,0,1887,35,39,1
29,4,15,10,0,3,3,4,1,0,0,40,39,0
32,7,9,13,0,4,1,1,0,0,0,40,39,0
39,4,9,13,2,10,0,4,1,0,1902,50,39,1
57,4,11,9,6,4,4,4,0,0,0,45,39,0
57,4,12,14,2,10,0,4,1,0,0,40,39,1
50,5,11,9,3,12,1,4,1,0,0,60,39,0
44,5,9,13,2,5,0,4,1,15024,0,65,39,1
56,4,8,11,2,3,0,2,1,0,0,40,39,1
26,4,12,14,4,4,1,4,0,0,0,48,39,0
22,0,15,10,4,0,3,4,0,0,0,40,22,0
26,6,8,11,4,5,3,4,1,0,0,65,39,0
33,4,9,13,2,10,0,4,1,0,0,40,39,1
36,6,8,11,2,5,0,4,1,0,0,60,39,1
45,4,15,10,2,12,0,4,1,0,0,40,39,1
56,2,10,16,0,10,1,4,0,0,1669,38,39,0
23,4,15,10,4,12,3,4,1,0,0,36,20,0
23,4,15,10,4,8,1,2,1,0,0,25,39,0
35,2,9,13,0,10,1,4,1,0,0,40,39,0
39,4,9,13,2,10,5,4,0,7688,0,32,39,1
45,4,11,9,0,3,1,4,1,0,0,40,39,0
21,4,15,10,4,12,3,4,0,0,0,25,39,0
56,7,11,9,2,1,0,4,1,0,0,40,39,0
31,1,11,9,4,6,3,4,0,0,0,40,39,0
44,4,2,8,4,14,1,2,1,0,0,36,39,0
21,0,15,10,4,0,2,4,1,0,0,10,39,0
31,4,11,9,2,6,0,4,1,5013,0,40,39,0
20,4,11,9,4,6,3,4,1,0,0,38,39,0
17,0,1,7,4,0,3,2,0,0,0,40,39,0
44,1,11,9,2,1,0,4,1,0,0,40,39,1
19,4,15,10,4,8,3,4,0,0,0,23,39,0
71,0,11,9,6,0,4,4,1,0,0,24,39,0
23,4,15,10,4,12,1,4,0,0,0,40,39,0
21,4,11,9,4,3,3,4,1,0,0,40,26,0
29,7,12,14,2,10,0,4,1,0,0,15,39,0
33,4,15,10,5,8,1,4,0,0,0,30,39,0
46,4,11,9,0,4,1,4,1,0,0,48,39,1
21,0,15,10,4,0,3,2,0,0,0,40,39,0
36,5,15,10,2,12,0,4,1,15024,0,60,39,1
70,6,12,14,2,10,0,4,1,9386,0,30,39,1
19,4,11,9,4,6,1,4,0,0,0,37,39,0
29,4,15,10,2,4,3,2,0,0,0,40,39,0
34,4,7,12,4,12,4,4,1,0,0,50,39,0
26,4,15,10,4,4,1,4,1,0,0,40,39,0
30,4,9,13,4,4,1,4,0,0,0,40,39,0
34,4,15,10,4,1,1,4,0,0,0,40,39,0
24,0,9,13,4,0,1,1,1,0,0,25,36,0
28,4,11,9,4,12,3,4,1,0,0,48,39,0
24,0,15,10,4,0,3,4,1,0,0,40,39,0
76,4,9,13,2,1,0,4,1,20051,0,50,39,1
19,4,2,8,4,6,3,4,1,0,0,40,39,0
45,4,0,6,2,3,0,4,1,2829,0,40,39,0
24,6,15,10,4,10,1,1,1,0,0,30,39,1
37,4,9,13,2,3,0,4,1,0,0,40,39,1
24,4,9,13,2,10,0,4,1,0,0,30,39,0
24,4,9,13,4,1,1,4,0,0,0,42,39,0
40,4,11,9,2,7,0,4,1,0,0,45,39,1
20,4,15,10,4,6,3,4,1,0,0,20,39,0
23,2,1,7,2,6,0,4,1,0,0,40,39,0
25,4,15,10,4,8,1,3,0,0,0,40,39,0
64,4,7,12,4,10,2,4,0,0,0,30,39,0
53,2,12,14,2,10,0,4,1,0,1977,55,39,1
28,4,15,10,2,1,3,4,0,0,0,40,39,0
52,2,12,14,2,10,0,2,1,0,0,40,39,1
28,4,14,15,4,10,1,2,1,0,0,50,39,0
31,4,7,12,2,4,0,4,1,0,0,55,39,1
77,4,9,13,4,10,1,4,0,0,0,10,39,0
22,4,11,9,4,13,3,4,1,0,0,40,39,0
17,0,1,7,4,0,3,4,0,0,0,20,39,0
38,4,9,13,4,4,1,4,1,0,0,55,39,0
45,0,1,7,0,0,3,2,1,0,0,40,39,0
25,2,15,10,4,1,4,2,0,0,0,40,39,0
50,4,11,9,2,3,0,4,1,0,0,40,39,1
53,2,11,9,2,4,0,4,1,0,0,60,39,0
24,4,11,9,4,5,1,4,1,0,0,40,39,0
33,4,11,9,2,1,0,4,1,0,0,50,39,1
57,1,12,14,2,4,0,2,1,15024,0,40,39,1
39,4,14,15,2,4,5,4,0,15024,0,48,39,1
30,4,15,10,0,14,1,4,1,0,0,30,39,0
31,1,11,9,2,1,0,4,1,0,0,40,39,1
39,7,15,10,4,14,3,2,1,0,0,40,39,0
30,4,9,13,4,12,3,4,0,0,0,65,39,0
48,4,15,10,5,1,4,4,0,0,0,44,39,0
62,0,12,14,2,0,5,4,0,0,0,40,39,0
39,4,11,9,2,7,0,4,1,0,0,45,39,1
34,4,11,9,4,14,3,4,1,0,1980,40,39,0
45,4,12,14,2,4,0,4,1,0,0,50,39,1
32,4,1,7,0,7,4,4,0,0,0,40,39,0
40,1,15,10,4,1,1,4,0,0,0,50,39,0
17,4,0,6,4,8,3,4,0,0,0,15,39,0
19,0,0,6,4,0,3,2,1,0,0,25,39,0
25,4,11,9,2,13,0,4,1,0,0,84,39,0
42,4,15,10,2,14,0,4,1,0,0,57,39,0
66,4,9,13,2,9,2,4,1,0,0,99,39,0
63,6,11,9,6,12,1,4,1,0,0,70,39,0
43,4,5,4,2,8,0,4,1,0,0,25,39,0
26,4,11,9,4,6,1,4,1,0,0,20,26,0
23,4,11,9,2,7,5,4,0,0,0,40,39,1
39,4,14,15,2,4,0,4,1,0,0,55,39,1
47,5,11,9,2,4,0,4,1,0,0,40,39,1
36,4,11,9,4,7,1,2,0,0,0,48,39,0
35,4,11,9,2,3,0,4,1,0,0,40,39,0
25,4,11,9,4,5,1,4,1,0,0,40,39,0
21,7,15,10,4,1,3,4,0,0,0,15,39,0
46,4,11,9,2,9,5,4,0,0,0,40,39,0
43,4,0,6,2,6,0,2,1,0,0,40,39,0
31,7,10,16,2,10,0,4,1,0,1977,70,39,1
41,4,11,9,0,3,4,4,0,0,0,60,39,0
50,4,11,9,6,1,4,4,0,0,0,35,39,0
36,4,1,7,5,4,1,4,0,0,0,32,39,0
31,0,11,9,5,0,3,4,0,0,0,20,39,0
45,6,5,4,2,4,0,4,1,0,0,65,39,1
50,4,1,7,2,4,0,4,1,0,0,50,39,1
52,4,5,4,2,4,5,4,0,0,0,50,39,0
40,4,10,16,2,10,0,4,1,0,0,40,39,1
55,4,9,13,2,4,0,4,1,15024,0,55,39,1
64,0,0,6,2,0,0,4,1,0,0,56,39,1
51,5,14,15,2,10,0,4,1,0,0,40,39,1
30,4,15,10,2,10,0,4,1,7688,0,40,39,1
56,7,12,14,0,10,1,4,0,0,0,39,39,0
35,4,11,9,2,4,0,4,1,0,0,48,39,0
55,6,0,6,2,12,0,4,1,0,0,35,39,0
30,4,11,9,4,13,4,4,0,0,0,40,39,0
34,4,11,9,4,3,1,4,1,0,0,40,39,0
36,4,8,11,2,10,5,4,0,0,0,40,39,1
43,5,11,9,2,3,0,4,1,0,0,60,39,0
24,2,15,10,4,11,1,4,1,0,0,50,39,0
30,4,0,6,2,8,0,2,1,0,0,40,39,0
33,2,8,11,4,11,1,4,1,0,0,70,39,0
32,4,7,12,4,10,1,4,1,0,0,40,0,0
29,1,9,13,4,10,1,4,0,0,0,40,39,0
50,4,11,9,2,7,0,4,1,3137,0,47,39,0
18,4,1,7,4,10,3,4,1,0,0,15,39,0
20,4,1,7,4,12,3,4,0,0,0,25,39,0
45,7,12,14,2,10,0,4,1,0,0,45,39,1
22,4,15,10,4,12,1,4,1,0,0,35,0,0
45,4,14,15,2,4,0,4,1,0,0,40,39,1
41,4,11,9,2,7,0,4,1,0,0,40,39,0
42,2,5,4,3,8,1,4,0,0,0,35,33,0
24,4,9,13,4,12,1,4,1,0,0,40,39,0
22,4,11,9,4,6,4,4,1,0,0,35,39,0
28,4,11,9,2,4,0,4,1,0,0,45,39,1
23,4,15,10,4,6,3,4,1,0,0,35,39,0
21,4,5,4,4,5,3,4,0,0,0,38,39,0
23,4,9,13,4,1,1,1,0,0,0,20,39,0
45,4,15,10,0,1,4,4,0,0,0,48,39,0
41,4,11,9,0,12,4,4,0,0,0,40,39,0
49,1,11,9,2,1,0,4,1,0,0,40,39,1
38,4,15,10,4,8,3,2,0,0,0,40,39,0
37,4,11,9,4,6,1,4,1,0,0,40,39,0
70,4,9,13,6,7,2,1,1,0,0,32,30,0
24,4,11,9,4,1,1,4,0,2597,0,40,39,0
28,2,9,13,4,10,1,4,0,0,0,40,39,0
24,4,8,11,4,1,3,1,0,0,0,20,39,0
83,5,0,6,2,5,0,4,1,20051,0,50,39,1
69,4,10,16,2,10,0,4,1,0,0,40,3,1
37,4,11,9,4,1,4,2,0,0,0,40,39,0
28,4,9,13,4,4,1,4,0,0,0,40,39,0
54,4,15,10,0,1,1,4,0,0,0,40,39,0
71,4,11,9,2,4,0,4,1,0,2377,45,39,1
56,7,11,9,6,1,4,1,0,0,0,40,39,0
27,2,9,13,4,10,1,3,0,0,0,45,0,0
42,6,12,14,2,12,0,4,1,99999,0,80,39,1
21,4,11,9,4,12,3,4,1,0,0,44,39,0
29,4,8,11,2,10,0,4,1,0,0,40,39,0
27,4,5,4,4,8,1,4,1,0,0,24,0,0
32,4,9,13,4,10,1,4,1,0,0,50,39,1
31,4,15,10,4,1,1,4,1,0,0,40,39,0
38,4,15,10,5,8,1,4,0,4650,0,72,39,0
