,b,c,e,f,g,h,i,m,n,a,d,j,k,l
38127,0,7,2,0,0,4,1,39,1,65.44,12.0,0.0,0.0,11.79
38128,4,9,2,4,0,4,1,39,1,52.39,13.0,3534.18,426.71,56.37
38129,4,6,0,8,4,2,0,14,0,45.0,5.0,0.0,0.0,40.0
38130,4,15,4,1,1,4,1,39,0,31.22,10.0,1572.83,469.83,39.53
38131,6,15,2,12,0,4,1,39,1,47.31,10.0,2693.86,379.39,79.07
38132,4,9,5,1,4,4,1,39,0,59.0,13.0,0.0,0.0,60.0
38133,4,15,4,6,3,4,1,39,0,23.21,10.0,0.0,113.52,36.39
38134,4,11,2,3,0,4,1,39,0,29.82,9.0,259.86,36.28,34.9
38135,4,15,5,8,1,4,1,39,1,23.0,10.0,0.0,2559.0,40.0
38136,1,14,2,10,0,1,1,30,1,60.0,15.0,99999.0,0.0,60.0
38137,2,12,0,4,4,4,0,39,1,46.0,14.0,0.0,0.0,65.0
38138,4,6,2,7,0,4,1,39,0,54.87,5.0,114.02,1021.1,36.61
38139,2,15,2,8,0,4,1,39,0,45.88,10.0,0.0,0.0,37.76
38140,4,8,2,3,0,0,1,39,0,32.0,11.0,0.0,0.0,42.0
38141,4,11,5,8,1,2,0,39,0,39.47,9.0,0.0,0.0,38.17
38142,4,11,0,5,1,4,1,39,0,44.92,9.0,0.0,0.0,58.57
38143,2,8,2,13,0,4,1,39,0,33.0,11.0,0.0,0.0,47.72
38144,4,11,0,12,1,4,0,39,0,33.83,9.0,262.73,67.63,24.48
38145,1,11,4,8,1,4,0,39,0,20.0,9.0,0.0,0.0,40.0
38146,4,9,2,12,0,4,1,39,0,33.34,13.0,1128.85,46.94,60.05
38147,0,5,2,0,0,4,1,39,0,61.04,4.0,351.07,189.61,6.99
38148,6,2,2,1,5,4,0,32,0,21.0,8.0,4508.0,0.0,30.0
38149,4,8,2,10,0,4,1,39,1,43.78,11.0,32607.3,3.25,44.88
38150,5,15,2,4,0,4,1,39,1,45.81,10.0,12709.07,419.46,46.58
38151,4,15,2,7,0,4,1,39,0,37.94,10.0,690.22,155.73,43.23
38152,4,15,0,3,4,4,0,39,0,35.63,10.0,0.0,0.0,36.82
38153,2,9,2,10,0,4,1,39,0,34.15,13.0,335.47,722.94,43.08
38154,4,15,2,4,0,4,1,39,1,47.84,10.0,12634.32,717.58,55.08
38155,6,11,2,5,0,4,1,39,0,46.85,9.0,198.93,1181.59,53.76
38156,6,5,2,5,0,4,1,39,0,76.77,4.0,0.0,0.0,38.63
38157,4,9,2,12,0,4,1,39,1,56.22,13.0,4020.36,981.32,50.62
38158,4,9,2,4,0,4,1,39,1,61.54,13.0,15717.32,901.18,43.38
38159,5,11,2,4,0,4,1,39,0,67.75,9.0,422.26,12.07,35.84
38160,4,15,4,8,3,4,0,39,0,20.58,10.0,86.12,259.97,21.87
38161,4,9,0,10,4,4,0,39,0,49.63,13.0,0.0,160.11,43.54
38162,4,11,2,12,0,4,1,39,0,58.98,9.0,700.93,354.33,23.55
38163,4,12,4,10,1,4,1,39,0,82.07,14.0,616.55,140.67,61.67
38164,4,4,4,5,2,2,1,26,0,25.04,3.0,0.0,0.0,40.0
38165,4,15,4,1,3,4,1,39,0,22.36,10.0,426.76,125.52,28.81
38166,4,15,0,1,4,4,0,39,0,44.56,10.0,824.07,34.52,45.02
38167,4,11,2,4,5,4,0,39,0,34.02,9.0,243.78,0.0,48.26
38168,4,10,2,10,0,4,1,39,1,33.79,16.0,34054.04,459.3,64.61
38169,4,15,4,3,3,4,1,39,0,28.6,10.0,872.7,39.25,40.24
38170,4,15,0,1,1,4,0,39,0,45.46,10.0,797.64,320.79,40.21
38171,4,4,3,9,2,4,0,8,0,36.83,3.0,0.0,0.0,22.86
38172,2,15,6,13,4,4,0,39,0,52.0,10.0,0.0,0.0,40.0
38173,7,12,4,1,1,4,1,39,1,52.0,14.0,0.0,0.0,70.0
38174,0,0,4,0,3,4,1,39,0,17.29,6.0,223.97,901.62,19.48
38175,4,11,4,1,1,4,0,39,0,50.18,9.0,1064.47,245.9,35.82
38176,4,15,4,8,3,4,1,39,0,22.31,10.0,150.65,185.59,26.18
38177,4,2,4,9,3,4,1,39,0,21.09,8.0,0.0,0.0,36.79
38178,1,11,2,1,0,2,1,39,0,53.24,9.0,0.0,763.11,42.05
38179,6,9,4,4,2,4,1,39,0,29.0,13.0,0.0,0.0,50.0
38180,7,9,4,13,1,4,1,39,0,24.71,13.0,0.0,0.0,17.55
38181,4,8,4,1,3,4,0,39,1,35.0,11.0,14344.0,0.0,40.0
38182,4,7,4,12,1,2,1,0,0,24.0,12.0,0.0,0.0,40.0
38183,1,9,2,4,5,4,0,39,1,50.17,13.0,0.0,0.0,40.0
38184,4,11,0,1,4,4,1,16,0,47.0,9.0,0.0,0.0,40.0
38185,4,11,4,8,1,4,1,39,0,21.99,9.0,69.41,561.27,52.18
38186,2,9,4,10,1,4,0,39,0,24.62,13.0,187.76,519.56,30.41
38187,6,12,0,3,1,4,1,39,0,45.0,14.0,0.0,0.0,40.0
38188,4,12,2,4,0,4,1,39,1,56.4,14.0,21017.83,564.28,52.56
38189,4,11,2,13,5,4,0,39,1,52.11,9.0,0.0,0.0,35.72
38190,4,15,2,10,0,4,1,39,1,39.35,10.0,7519.35,609.87,40.9
38191,4,9,0,12,1,4,1,39,0,33.58,13.0,0.0,622.8,37.98
38192,7,15,4,3,3,4,1,39,0,21.18,10.0,0.0,0.0,26.97
38193,4,7,4,1,3,4,0,39,0,26.05,12.0,0.0,0.0,34.76
38194,7,15,4,1,3,4,0,39,0,24.54,10.0,0.0,0.0,27.69
38195,4,15,2,3,0,4,1,39,0,41.18,10.0,1240.76,329.65,43.51
38196,4,11,2,7,0,4,1,39,0,52.29,9.0,2094.83,176.87,36.47
38197,2,11,2,1,5,0,0,39,0,40.0,9.0,0.0,0.0,40.0
38198,4,15,4,6,3,2,1,39,0,31.32,10.0,0.0,0.0,29.01
38199,1,14,2,1,0,4,1,39,1,53.0,15.0,0.0,0.0,45.0
38200,4,15,2,12,0,4,1,39,0,44.41,10.0,963.95,42.2,49.26
38201,6,11,5,8,1,2,1,39,0,60.0,9.0,0.0,1876.0,50.0
38202,4,9,4,10,1,4,1,39,1,30.9,13.0,1264.51,131.12,40.92
38203,4,11,2,4,0,4,1,39,0,54.33,9.0,21.61,118.06,53.39
38204,7,11,6,4,1,4,0,39,0,37.31,9.0,0.0,0.0,40.0
38205,4,6,0,8,1,4,1,39,0,51.11,5.0,0.0,0.0,30.38
38206,4,12,2,4,0,1,1,36,1,34.83,14.0,6770.41,0.0,38.88
38207,4,15,2,3,0,4,1,39,0,35.73,10.0,1069.72,354.74,45.66
38208,4,11,4,7,3,3,1,33,0,28.0,9.0,0.0,0.0,50.0
38209,0,11,2,0,0,2,1,39,0,42.16,9.0,0.0,704.17,37.1
38210,4,15,0,8,1,4,0,39,0,38.65,10.0,0.0,70.7,37.92
38211,4,9,2,4,0,4,1,39,0,51.33,13.0,2452.48,323.42,52.07
38212,0,0,2,0,0,4,1,39,0,69.31,6.0,161.45,0.0,63.63
38213,6,11,4,7,2,2,1,39,0,28.0,9.0,0.0,0.0,30.0
38214,4,15,4,3,3,1,1,39,0,41.0,10.0,0.0,0.0,40.0
38215,4,11,4,12,4,2,0,39,0,29.43,9.0,0.0,144.22,47.27
38216,2,12,5,10,1,4,1,39,1,51.0,14.0,0.0,0.0,39.0
38217,4,5,3,8,1,4,0,39,0,66.0,4.0,0.0,0.0,20.0
38218,4,11,0,5,1,4,1,39,0,32.0,9.0,0.0,0.0,35.03
38219,4,0,2,12,5,4,0,39,0,22.0,6.0,0.0,0.0,40.0
38220,4,7,2,3,0,4,1,39,0,43.56,12.0,188.22,132.52,40.12
38221,4,15,2,1,0,4,1,39,0,36.65,10.0,365.63,500.02,42.88
38222,4,6,2,6,0,4,1,39,0,43.51,5.0,674.55,0.0,39.29
38223,4,11,2,6,0,4,1,39,0,46.71,9.0,1974.18,472.51,50.98
38224,4,1,0,6,1,4,1,39,0,64.3,7.0,0.0,0.0,44.95
38225,4,11,2,14,0,4,1,39,0,57.6,9.0,382.0,381.62,54.83
38226,4,11,5,7,4,2,0,39,0,40.02,9.0,0.0,0.0,38.81
38227,2,11,0,4,4,4,1,39,0,42.0,9.0,0.0,0.0,40.0
38228,4,0,2,3,0,4,1,39,0,60.0,6.0,1487.03,254.15,45.7
38229,4,5,2,7,0,4,1,39,0,51.73,4.0,0.0,0.0,45.84
38230,4,11,0,3,1,4,0,39,0,46.67,9.0,0.0,211.65,48.95
38231,6,8,2,3,0,4,1,39,0,38.0,11.0,0.0,0.0,31.59
38232,4,6,0,8,1,2,1,39,0,49.0,5.0,0.0,0.0,37.0
38233,4,11,2,5,0,2,1,39,0,32.13,9.0,0.0,0.0,36.93
38234,7,9,2,1,0,4,1,39,0,35.35,13.0,1931.77,0.0,56.08
38235,4,5,6,8,4,4,0,0,0,55.0,4.0,0.0,0.0,20.0
38236,0,11,2,0,0,4,1,39,1,59.89,9.0,3753.94,12.86,65.15
38237,4,9,4,4,1,2,1,39,0,27.49,13.0,326.88,0.0,42.33
38238,4,15,4,8,3,4,1,39,0,18.88,10.0,338.57,158.55,39.61
38239,4,8,4,3,3,4,1,39,0,27.92,11.0,0.0,298.2,40.71
38240,4,15,2,13,0,4,1,39,0,34.15,10.0,1119.3,446.27,43.82
38241,4,9,4,4,1,4,1,39,0,23.23,13.0,151.05,162.13,31.91
38242,6,14,2,10,0,4,1,39,1,52.42,15.0,3443.74,1091.2,45.23
38243,4,15,2,12,5,2,0,39,0,26.04,10.0,0.0,0.0,40.0
38244,4,11,3,3,1,4,1,39,0,58.72,9.0,1483.15,389.75,48.72
38245,4,11,4,8,2,2,0,39,0,40.15,9.0,0.0,0.0,28.8
38246,4,11,2,1,0,4,1,39,0,57.05,9.0,2165.61,0.0,30.09
38247,0,15,2,0,0,4,1,39,0,62.78,10.0,697.7,485.07,29.93
38248,2,9,2,11,5,2,0,39,1,44.0,13.0,15024.0,0.0,40.0
38249,4,11,0,8,1,4,1,39,0,33.27,9.0,64.21,56.67,54.04
38250,4,4,4,3,1,3,1,26,0,21.0,3.0,0.0,0.0,32.0
38251,4,6,2,7,0,4,1,39,0,52.52,5.0,1022.93,549.69,43.03
38252,4,5,2,3,0,4,1,6,0,48.0,4.0,0.0,0.0,32.0
38253,4,9,2,12,0,4,1,39,0,48.66,13.0,876.04,207.14,47.27
38254,7,15,2,10,0,4,1,39,1,41.25,10.0,0.0,564.39,44.25
38255,4,5,6,7,4,4,0,39,0,80.97,4.0,671.18,0.0,37.68
38256,4,11,0,7,1,4,1,39,0,44.9,9.0,1351.09,46.71,31.83
38257,4,11,2,12,0,4,1,39,0,20.72,9.0,787.86,829.95,38.24
38258,4,7,2,3,0,4,1,39,0,40.68,12.0,1355.02,345.02,45.5
38259,4,11,4,4,1,4,1,39,0,35.8,9.0,296.34,499.82,49.14
38260,4,8,2,3,0,4,1,39,0,52.28,11.0,779.85,696.91,40.73
38261,4,15,2,7,0,4,1,39,1,36.32,10.0,4464.74,188.4,42.56
38262,2,15,0,1,4,4,0,39,0,43.96,10.0,0.0,0.0,55.21
38263,4,1,5,8,4,2,1,39,0,43.01,7.0,0.0,0.0,38.37
38264,4,11,4,12,4,2,0,39,0,31.95,9.0,0.0,145.09,43.29
38265,4,9,4,1,3,4,0,39,0,34.7,13.0,411.42,0.0,34.47
38266,4,0,2,3,0,4,1,39,0,44.48,6.0,231.61,138.12,55.13
38267,0,1,4,0,3,4,0,39,0,17.31,7.0,0.0,0.0,12.59
38268,4,15,4,8,1,4,1,39,0,22.7,10.0,353.84,312.69,36.19
38269,0,4,0,0,1,4,1,39,0,55.83,3.0,0.0,0.0,77.72
38270,4,11,2,8,0,2,1,0,0,60.0,9.0,0.0,0.0,40.0
38271,2,8,4,13,3,4,0,39,0,27.0,11.0,0.0,0.0,38.0
38272,4,11,0,7,1,4,0,39,0,45.9,9.0,387.81,0.0,33.35
38273,1,11,2,14,0,4,1,39,0,44.35,9.0,0.0,576.15,65.85
38274,4,12,4,1,1,1,0,30,0,45.0,14.0,0.0,0.0,40.0
38275,4,9,2,4,0,4,1,39,1,59.91,13.0,2189.34,490.64,51.38
38276,0,11,2,0,0,4,1,2,0,55.1,9.0,0.0,0.0,23.21
38277,4,12,0,8,1,4,0,39,1,39.0,14.0,0.0,0.0,50.0
38278,4,11,2,12,0,4,1,39,0,57.93,9.0,1279.33,115.47,45.51
38279,2,11,2,3,0,4,1,0,0,37.0,9.0,0.0,0.0,40.0
38280,1,15,4,1,4,2,0,39,0,37.19,10.0,866.7,0.0,40.0
38281,4,15,0,1,1,4,0,39,0,46.3,10.0,369.24,293.14,37.83
38282,4,0,6,1,1,4,0,39,0,65.49,6.0,0.0,0.0,10.85
38283,4,15,4,13,1,4,0,39,0,19.67,10.0,291.92,0.0,26.27
38284,4,11,0,14,1,4,1,39,0,51.04,9.0,0.0,259.02,39.56
38285,4,9,2,4,0,4,1,39,1,38.76,13.0,29785.47,486.69,38.17
38286,6,9,4,12,1,4,1,39,0,33.6,13.0,0.0,0.0,44.97
38287,4,9,5,10,4,2,0,39,0,34.0,13.0,0.0,0.0,39.0
38288,2,11,2,3,0,4,1,39,0,67.31,9.0,136.92,405.99,40.24
38289,4,11,2,7,0,4,1,39,0,37.04,9.0,1202.69,349.93,43.63
38290,2,15,2,1,0,4,1,39,1,36.7,10.0,713.52,0.0,40.24
38291,2,9,2,10,0,4,1,39,1,43.43,13.0,5938.73,736.49,47.96
38292,4,9,2,10,0,3,1,39,0,30.0,13.0,0.0,0.0,40.0
38293,4,15,4,7,3,4,1,39,0,25.24,10.0,0.0,0.0,38.99
38294,4,7,4,13,1,4,1,39,0,36.64,12.0,0.0,0.0,46.75
38295,4,11,2,1,5,4,0,39,0,54.39,9.0,2321.72,151.58,34.45
38296,4,11,2,3,0,4,1,39,1,52.66,9.0,6176.15,349.52,40.85
38297,4,15,2,6,0,4,1,39,0,36.88,10.0,660.59,123.22,36.97
38298,2,9,6,10,1,4,0,39,0,60.91,13.0,1276.04,0.0,47.92
38299,4,12,0,4,1,4,0,39,0,44.11,14.0,1798.2,0.0,56.18
38300,4,0,5,4,1,4,1,39,0,57.0,6.0,0.0,0.0,55.0
38301,7,15,0,11,4,0,0,39,1,38.0,10.0,0.0,0.0,40.0
38302,0,11,2,0,0,4,1,39,0,50.94,9.0,689.03,258.8,34.26
38303,2,11,2,8,0,4,1,39,0,71.91,9.0,533.55,622.11,31.73
38304,4,12,2,10,0,4,1,39,1,41.19,14.0,1927.23,1283.22,47.22
38305,4,11,4,8,3,4,0,39,0,23.78,9.0,683.72,598.02,29.19
38306,7,11,6,1,4,0,0,39,0,61.0,9.0,0.0,0.0,40.0
38307,4,15,3,12,3,1,0,19,0,29.0,10.0,0.0,0.0,26.0
38308,4,15,4,1,3,2,0,39,0,29.06,10.0,0.0,0.0,29.18
38309,4,15,4,7,4,4,0,39,0,32.0,10.0,0.0,0.0,40.0
38310,4,11,4,3,3,4,1,39,0,25.62,9.0,136.6,48.74,39.27
38311,4,15,2,12,0,4,1,39,0,54.34,10.0,871.16,708.68,55.33
38312,2,11,2,3,0,4,1,39,0,50.2,9.0,907.16,597.76,42.43
38313,4,7,0,10,3,4,1,39,0,61.0,12.0,0.0,0.0,40.0
38314,6,15,2,12,0,4,1,39,1,37.89,10.0,66731.78,829.29,67.24
38315,4,14,2,4,5,4,0,39,1,35.97,15.0,2444.79,0.0,40.46
38316,0,15,4,0,3,4,1,39,0,20.69,10.0,36.68,115.99,6.98
38317,4,11,0,1,1,4,0,39,0,36.76,9.0,0.0,408.34,35.51
38318,6,11,2,7,3,1,1,35,0,30.0,9.0,0.0,0.0,60.0
38319,7,11,2,4,0,4,1,39,1,64.89,9.0,0.0,0.0,53.69
38320,6,11,2,12,0,4,1,39,1,58.05,9.0,320.25,529.66,66.88
38321,6,11,2,3,0,4,1,39,0,35.7,9.0,1283.73,0.68,43.89
38322,4,11,2,6,0,4,1,39,0,36.52,9.0,679.07,181.8,30.99
38323,4,15,6,12,4,4,0,39,0,50.44,10.0,0.0,0.0,21.52
38324,4,11,4,1,3,4,1,39,0,30.36,9.0,0.0,105.54,30.69
38325,2,9,4,10,1,2,0,39,0,37.62,13.0,0.0,0.0,27.6
38326,1,11,2,14,0,4,1,0,0,42.0,9.0,0.0,0.0,40.0
38327,6,11,2,5,0,4,1,39,1,56.39,9.0,997.14,563.45,67.17
38328,4,11,2,3,0,4,1,39,1,39.67,9.0,4970.58,511.29,47.73
38329,4,2,5,8,4,4,0,6,0,33.0,8.0,0.0,0.0,50.0
38330,4,9,0,1,1,4,0,39,0,63.15,13.0,486.23,0.0,44.67
38331,4,15,1,12,5,4,0,39,0,31.0,10.0,0.0,0.0,20.0
38332,4,11,3,5,1,3,1,26,0,25.0,9.0,0.0,0.0,40.0
38333,4,15,4,1,1,4,0,39,0,31.78,10.0,1514.3,97.29,42.2
38334,4,11,4,7,1,4,1,39,0,18.74,9.0,726.38,146.55,42.84
38335,0,15,4,0,2,4,0,39,0,21.46,10.0,0.0,0.0,42.44
38336,4,15,2,8,5,0,0,39,0,29.0,10.0,0.0,0.0,40.0
38337,4,11,5,4,1,4,0,39,0,43.82,9.0,0.0,0.0,38.72
38338,4,15,6,1,4,4,0,39,0,39.43,10.0,0.0,0.0,30.21
38339,5,11,2,4,0,4,1,39,1,55.47,9.0,2735.47,358.73,47.92
38340,6,11,2,3,0,4,1,39,1,29.85,9.0,13614.59,835.2,36.99
38341,4,11,2,8,0,4,1,39,0,54.86,9.0,1203.9,113.01,40.8
38342,6,11,2,5,0,4,1,39,0,33.51,9.0,77.77,672.68,61.84
38343,4,11,4,12,3,4,1,39,0,32.04,9.0,0.0,399.59,26.53
38344,4,1,2,6,3,4,1,39,0,19.75,7.0,0.0,0.0,40.0
38345,4,14,4,10,1,4,0,39,0,38.85,15.0,0.0,0.0,62.2
38346,5,7,2,4,0,4,1,39,1,38.47,12.0,12831.65,366.05,44.7
38347,4,11,2,7,0,4,1,39,0,60.7,9.0,1666.34,345.67,52.35
38348,1,15,2,8,0,4,1,39,0,49.8,10.0,0.0,0.0,42.78
38349,1,2,4,1,1,2,1,14,0,26.0,8.0,0.0,0.0,40.0
38350,7,9,2,4,0,4,1,39,1,51.68,13.0,9715.08,594.76,35.78
38351,6,11,2,3,0,4,1,39,0,54.08,9.0,489.44,37.94,15.64
38352,2,1,4,12,3,4,1,39,0,17.0,7.0,0.0,0.0,20.0
38353,1,9,4,1,1,4,0,39,0,47.23,13.0,0.0,0.0,45.69
38354,4,15,4,8,3,4,1,39,0,23.89,10.0,475.13,285.23,15.84
38355,6,11,2,3,0,1,1,30,1,37.0,9.0,0.0,0.0,60.0
38356,4,11,2,12,5,2,0,39,0,48.73,9.0,0.0,0.0,39.77
38357,0,6,0,0,1,4,0,39,0,52.81,5.0,368.55,0.0,27.66
38358,4,7,2,1,5,2,0,39,1,42.0,12.0,0.0,0.0,40.0
38359,4,0,4,12,3,4,0,39,0,18.65,6.0,154.42,37.43,18.04
38360,4,6,0,3,1,4,1,39,0,39.82,5.0,0.0,0.0,49.53
38361,1,15,2,1,0,4,1,39,1,49.91,10.0,2381.12,1427.49,43.78
38362,4,0,0,7,4,2,0,39,0,36.0,6.0,0.0,0.0,40.0
38363,4,11,0,8,1,4,0,39,0,54.84,9.0,43.88,25.1,63.31
38364,4,9,4,4,1,4,1,39,1,49.38,13.0,1535.22,470.9,47.65
38365,4,11,0,8,4,4,0,39,0,45.01,9.0,0.0,848.3,28.29
38366,4,8,3,13,3,4,0,39,0,27.0,11.0,0.0,0.0,40.0
38367,4,11,4,8,4,4,1,0,0,38.0,9.0,0.0,1408.0,40.0
38368,4,9,0,1,4,4,0,39,0,46.99,13.0,0.0,0.0,25.98
38369,4,9,2,10,0,4,1,39,1,38.9,13.0,8998.98,252.07,49.59
38370,4,11,2,6,0,2,1,0,0,44.7,9.0,0.0,0.0,40.0
38371,4,15,2,3,0,4,1,39,0,47.08,10.0,1439.69,69.04,36.82
38372,4,2,4,8,2,3,1,6,0,24.0,8.0,0.0,0.0,40.0
38373,7,15,4,11,1,4,1,39,0,25.68,10.0,0.0,0.0,26.9
38374,6,11,2,4,0,4,1,39,0,42.73,9.0,308.96,0.0,74.34
38375,4,11,0,1,1,4,0,39,0,50.64,9.0,0.0,89.89,47.42
38376,6,11,2,10,0,4,1,39,1,56.36,9.0,0.0,390.39,39.0
38377,4,15,4,1,3,4,0,39,0,18.89,10.0,437.48,198.04,31.01
38378,5,12,2,4,0,4,1,39,0,40.2,14.0,2115.24,0.0,59.24
38379,4,12,2,12,0,4,1,0,1,42.0,14.0,15024.0,0.0,50.0
38380,4,15,2,3,0,4,1,39,1,39.32,10.0,2252.72,363.27,45.36
38381,4,6,0,9,1,2,0,39,0,71.0,5.0,0.0,0.0,6.0
38382,4,9,4,12,1,4,1,39,0,24.71,13.0,1155.06,104.71,47.93
38383,6,12,5,4,4,4,0,39,0,40.0,14.0,0.0,0.0,20.0
38384,4,15,4,1,1,2,1,39,0,26.86,10.0,0.0,0.0,30.07
38385,4,7,2,4,5,4,0,39,0,29.22,12.0,0.0,0.0,45.78
38386,4,15,0,7,1,4,1,39,0,46.71,10.0,1402.19,624.43,46.08
38387,0,8,0,0,4,4,1,39,0,46.0,11.0,0.0,0.0,30.0
38388,4,15,4,10,1,4,0,39,0,26.88,10.0,1055.6,0.0,28.39
38389,1,14,2,10,0,4,1,0,1,56.1,15.0,14231.9,0.0,45.0
38390,4,11,0,7,1,4,1,39,0,44.26,9.0,460.87,251.44,28.82
38391,5,12,0,4,1,2,0,39,0,52.0,14.0,0.0,0.0,50.0
38392,7,9,4,1,1,4,1,39,0,35.22,13.0,45.25,0.0,27.63
38393,4,15,2,3,0,4,1,39,0,49.25,10.0,927.25,134.48,31.0
38394,2,12,2,10,0,4,1,39,1,38.95,14.0,1695.31,140.47,46.16
38395,4,9,2,10,0,4,1,39,0,53.92,13.0,719.13,142.65,39.85
38396,4,0,4,3,1,4,1,39,0,29.12,6.0,42.5,0.0,39.13
38397,5,9,2,10,0,4,1,39,0,44.9,13.0,0.0,0.0,49.62
38398,4,11,4,4,1,4,1,4,0,32.0,9.0,0.0,0.0,40.0
38399,4,11,2,12,0,4,1,39,1,53.1,9.0,11197.58,94.66,42.15
38400,6,15,4,10,3,4,0,39,0,42.2,10.0,0.0,0.0,24.59
38401,4,9,0,1,1,4,0,39,0,57.76,13.0,1125.17,0.0,29.88
38402,5,9,2,4,0,1,1,24,1,50.0,13.0,7688.0,0.0,50.0
38403,2,9,2,11,0,4,1,39,1,59.2,13.0,593.47,214.52,55.74
38404,4,9,2,10,0,4,1,39,0,33.01,13.0,2282.21,213.93,55.73
38405,7,9,2,1,0,4,1,39,0,37.03,13.0,1915.47,0.0,37.49
38406,4,15,2,11,0,4,1,39,0,47.41,10.0,1257.24,0.0,32.81
38407,4,15,4,12,3,1,1,19,0,20.93,10.0,0.0,0.0,20.74
38408,2,15,0,1,4,4,0,39,0,44.01,10.0,0.0,0.0,34.44
38409,4,15,2,13,0,4,1,39,1,59.62,10.0,8631.72,182.37,43.25
38410,4,9,2,10,0,4,1,39,1,42.13,13.0,18244.53,602.06,23.47
38411,2,12,2,10,5,4,0,39,1,34.64,14.0,2811.84,27.1,15.34
38412,4,9,4,10,1,4,1,39,0,42.35,13.0,105.3,158.99,36.83
38413,0,8,3,0,1,4,0,39,0,76.47,11.0,0.0,0.0,25.4
38414,4,15,2,14,0,4,1,39,0,31.29,10.0,542.32,429.68,42.5
38415,4,9,4,4,3,4,1,39,0,33.72,13.0,2010.65,215.13,34.61
38416,4,11,4,6,3,4,0,39,0,23.77,9.0,0.0,577.8,34.7
38417,6,15,2,10,0,3,1,39,1,47.0,10.0,0.0,0.0,55.0
38418,4,11,2,7,0,1,1,30,0,28.0,9.0,0.0,0.0,40.0
38419,4,11,4,7,4,2,0,39,0,30.29,9.0,0.0,0.0,41.89
38420,4,11,4,12,3,4,1,39,0,20.96,9.0,0.0,737.7,45.8
38421,4,11,4,8,1,4,0,39,0,39.1,9.0,327.75,747.36,35.73
38422,4,15,0,4,4,4,0,39,0,51.67,10.0,1063.17,158.11,28.71
38423,4,0,2,3,0,4,1,39,1,40.6,6.0,1159.95,679.61,45.61
38424,4,11,4,8,3,4,0,39,0,25.28,9.0,3705.13,1.45,25.11
38425,4,1,4,8,3,4,1,39,0,17.21,7.0,544.78,30.2,5.86
38426,4,9,2,7,0,4,1,39,0,32.44,13.0,0.0,0.0,43.56
38427,4,8,2,12,0,4,1,39,1,38.31,11.0,33907.39,988.51,43.52
38428,2,11,4,12,3,2,1,39,0,35.0,9.0,0.0,0.0,38.0
38429,4,1,4,12,2,4,0,39,0,17.0,7.0,0.0,0.0,24.78
38430,4,15,2,12,5,0,0,39,0,21.0,10.0,0.0,0.0,40.0
38431,4,15,4,8,1,4,1,39,0,23.61,10.0,354.76,66.37,33.06
38432,4,15,4,3,3,4,1,39,0,42.28,10.0,26.58,412.08,37.32
38433,4,15,2,10,0,4,1,39,1,62.69,10.0,4834.85,725.39,42.44
38434,4,15,4,4,1,2,0,39,0,29.87,10.0,0.0,0.0,38.03
38435,2,9,4,14,1,4,0,39,0,27.0,13.0,0.0,0.0,40.0
38436,4,11,4,8,1,4,1,39,0,21.14,9.0,130.45,589.29,28.11
38437,2,12,0,4,1,4,1,39,1,46.0,14.0,0.0,0.0,50.0
38438,7,9,4,10,1,4,0,39,0,37.45,13.0,1654.53,522.21,35.62
38439,4,12,4,10,3,4,0,39,0,29.53,14.0,1874.46,232.16,38.37
38440,4,9,2,7,5,1,0,3,0,53.0,13.0,0.0,0.0,40.0
38441,4,11,2,7,0,4,1,0,0,44.39,9.0,0.0,0.0,38.49
38442,1,12,2,1,0,4,1,39,1,52.47,14.0,0.0,0.0,42.54
38443,4,15,4,4,3,2,1,39,0,25.31,10.0,0.0,0.0,31.31
38444,6,15,4,5,3,4,1,39,0,30.13,10.0,0.0,498.63,49.44
38445,2,14,2,10,0,4,1,39,0,31.08,15.0,0.0,0.0,35.9
38446,4,11,0,12,4,4,0,39,0,28.07,9.0,0.0,452.55,47.02
38447,2,8,0,1,4,4,0,39,0,49.74,11.0,0.0,0.0,46.6
38448,4,11,2,6,5,4,0,39,0,40.85,9.0,2841.18,0.0,39.5
38449,4,4,2,6,0,4,1,26,0,32.87,3.0,0.0,0.0,39.91
38450,4,8,0,8,1,4,0,0,0,48.0,11.0,0.0,0.0,40.0
38451,4,11,4,6,3,4,1,39,0,19.85,9.0,116.4,0.0,31.4
38452,4,11,4,3,1,4,1,39,0,31.32,9.0,920.82,652.4,60.56
38453,4,9,2,4,0,2,1,39,1,39.87,13.0,1954.85,262.58,43.7
38454,4,11,2,7,0,2,1,39,0,47.4,9.0,186.62,0.0,42.33
38455,4,9,4,10,1,4,1,39,0,40.3,13.0,560.76,123.84,51.85
38456,4,11,4,8,3,4,0,39,0,27.14,9.0,1970.71,270.06,27.26
38457,0,11,6,0,1,4,0,39,0,80.41,9.0,671.58,444.18,13.75
38458,4,15,0,1,4,4,0,39,0,43.56,10.0,755.02,5.46,45.01
38459,4,3,3,9,1,4,0,13,0,33.0,2.0,0.0,0.0,40.0
38460,6,11,4,3,1,4,1,39,0,34.35,9.0,2362.62,366.36,34.93
38461,4,8,4,11,1,4,1,39,0,28.63,11.0,0.0,0.0,50.79
38462,4,15,2,6,0,4,1,39,0,50.24,10.0,715.63,422.91,43.61
38463,4,11,2,12,5,4,0,39,0,37.3,9.0,721.72,0.0,25.96
38464,0,6,2,0,5,2,0,39,0,59.0,5.0,0.0,0.0,32.0
